what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1338813504244
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1338813504245
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1338813504245
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1338813504245
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1338813504246
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1338813504246
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1338813504247
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1338813504247
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1338813504247
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1338813504248
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1338813504249
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1338813504250
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1338813504250
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1338813504251
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1338813504252
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1338813504252
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1338813504255
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1338813504256
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1338813504256
started,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1338813504256
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1338813504256
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1338813504257
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1338813504257
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1338813504258
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1338813504258
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1338813504258
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1338813504259
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1338813504259
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1338813504260
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1338813504260
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1338813504261
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1338813504261
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1338813504262
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1338813504262
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1338813504263
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1338813504263
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1338813504264
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1338813504265
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1338813504265
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1338813504266
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1338813504266
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1338813504267
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1338813504267
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1338813504267
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1338813504268
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1338813504268
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1338813504269
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1338813504269
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1338813504270
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1338813504270
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1338813504270
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1338813504270
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1338813504271
started,bundle,org.cs3.jtransformer.copyclipboard,1.0.0.201105051736,"org.cs3.jtransformer.copyclipboard",1338813504283
started,bundle,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt",1338813504313
started,bundle,org.cs3.pdt.runtime,0.2.3.201105051736,"org.cs3.pdt.runtime",1338813504323
started,bundle,org.cs3.pdt.runtime.ui,0.2.3.201105051736,"org.cs3.pdt.runtime.ui",1338813504350
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1338813504350
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1338813504351
os,sysinfo,,,"macosx",1338813504354
arch,sysinfo,,,"x86_64",1338813504354
ws,sysinfo,,,"cocoa",1338813504354
locale,sysinfo,,,"en_US",1338813504354
processors,sysinfo,,,"8",1338813504354
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1338813504354
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3646",1338813504354
java.specification.name,sysinfo,,,"Java Platform API Specification",1338813504354
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338813504354
java.specification.version,sysinfo,,,"1.6",1338813504354
java.vendor,sysinfo,,,"Apple Inc.",1338813504354
java.version,sysinfo,,,"1.6.0_31",1338813504354
java.vm.info,sysinfo,,,"mixed mode",1338813504354
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1338813504354
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1338813504354
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1338813504354
java.vm.specification.version,sysinfo,,,"1.0",1338813504354
java.vm.vendor,sysinfo,,,"Apple Inc.",1338813504354
java.vm.version,sysinfo,,,"20.6-b01-415",1338813504354
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1338813504357
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1338813504468
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1338813504469
started,bundle,org.cs3.jtransformer.factbaseview,1.0.3.201105051736,"org.cs3.jtransformer.factbaseview",1338813504607
started,bundle,org.cs3.jtransformer.pefnavigator,2.3.1.201105051736,"org.cs3.jtransformer.pefnavigator",1338813504654
started,bundle,org.cs3.jtransformer,2.9.1.201105051736,"org.cs3.jtransformer",1338813504823
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1338813505425
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1338813505446
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1338813505462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338813518340
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1338813955175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338813959072
started,bundle,org.cs3.pdt.core,0.2.3.201105051736,"org.cs3.pdt.core",1338813959425
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1338813964122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338813964343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338813969433
started,bundle,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console",1338813969637
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1338813969793
opened,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813969814
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813969994
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1338813970841
opened,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813971049
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813971082
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1338813972931
opened,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813973155
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813973188
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813978803
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338813982835
opened,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338813988614
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338813988638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338813991878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338814016404
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814016418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1338814016476
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338814019179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338814024052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338814024910
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814024923
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814033119
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338814034362
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814034385
executed,command,org.cs3.pdt,0.2.3.201105051736,"org.eclipse.pdt.ui.edit.save.consult",1338814034386
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338814042227
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1338814182395
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814185959
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1338814186145
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814191038
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814193471
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338814202398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814403021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814414083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814427506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814439313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814460986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814466339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814494767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814516627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814534531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814544989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814622240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814632025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814642118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814652799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814673516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338814806580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338814809581
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814858197
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814878928
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814882227
activated,editor,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt.internal.editors.PLEditor",1338814884997
activated,view,org.cs3.pdt.console,0.2.3.201105051736,"org.cs3.pdt.console.internal.views.PrologConsoleView",1338814886843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338815249463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338815319264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338815463727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338817659738
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338817669953
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1338827273094
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1338827273843
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1338827273853
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1338827273854
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1338827273854
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1338827273855
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1338827273856
stopped,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1338827273856
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1338827273856
stopped,bundle,org.cs3.jtransformer.pefnavigator,2.3.1.201105051736,"org.cs3.jtransformer.pefnavigator",1338827273856
stopped,bundle,org.cs3.jtransformer.rewriter,1.0.1.201105051736,"org.cs3.jtransformer.rewriter",1338827273962
stopped,bundle,org.cs3.jtransformer.copyclipboard,1.0.0.201105051736,"org.cs3.jtransformer.copyclipboard",1338827273963
stopped,bundle,org.cs3.jtransformer.factbaseview,1.0.3.201105051736,"org.cs3.jtransformer.factbaseview",1338827273963
stopped,bundle,org.cs3.jtransformer,2.9.1.201105051736,"org.cs3.jtransformer",1338827273963
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1338827273964
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1338827273964
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1338827274069
stopped,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1338827274178
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1338827274179
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1338827274179
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1338827274252
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1338827274252
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1338827274252
stopped,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1338827274252
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1338827274297
stopped,bundle,org.eclipse.m2e.core.ui,1.0.0.20110607-2117,"org.eclipse.m2e.core.ui",1338827274298
stopped,bundle,org.eclipse.m2e.core,1.0.0.20110607-2117,"org.eclipse.m2e.core",1338827274298
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1338827274299
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1338827274472
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1338827274473
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1338827274473
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1338827274474
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1338827274582
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1338827274583
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1338827274584
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1338827274789
stopped,bundle,org.eclipse.wb.swing.databinding,1.0.0.r37x201106081552,"org.eclipse.wb.swing.databinding",1338827274790
stopped,bundle,org.eclipse.wb.core.databinding,1.0.0.r37x201106081531,"org.eclipse.wb.core.databinding",1338827274791
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.FormLayout",1338827274791
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.MigLayout",1338827274792
stopped,bundle,org.eclipse.wb.swing.java6,1.0.0.r37x201106081552,"org.eclipse.wb.swing.java6",1338827274793
stopped,bundle,org.eclipse.wb.swing.jsr296,1.0.0.r37x201106081552,"org.eclipse.wb.swing.jsr296",1338827274794
stopped,bundle,org.eclipse.wb.swing,1.0.0.r37x201106081552,"org.eclipse.wb.swing",1338827274794
stopped,bundle,org.eclipse.wb.core.ui,1.0.0.r37x201106081733,"org.eclipse.wb.core.ui",1338827274794
stopped,bundle,org.eclipse.wb.layout.group,1.0.0.r37x201106081642,"org.eclipse.wb.layout.group",1338827274794
stopped,bundle,org.eclipse.wb.os.macosx,1.0.0.r37x201106081531,"org.eclipse.wb.os.macosx",1338827274794
stopped,bundle,org.eclipse.wb.core,1.0.0.r37x201106081531,"org.eclipse.wb.core",1338827274794
stopped,bundle,org.cs3.pdt,0.2.3.201105051736,"org.cs3.pdt",1338827274795
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1338827274795
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1338827275026
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1338827275080
stopped,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1338827275080
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1338827275081
stopped,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1338827275136
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1338827275136
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1338827275160
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1338827275160
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1338827275184
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1338827275288
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1338827275289
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1338827275307
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1338827275339
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1338827275340
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1338827275340
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.help.ui",1338827275662
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1338827486500
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1338827486501
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1338827486502
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1338827486502
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1338827486503
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1338827486503
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1338827486538
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1338827486538
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1338827486539
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1338827486539
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1338827486540
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1338827486540
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1338827486541
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1338827486541
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1338827486542
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1338827486579
